,"tsregres{avg_trade_quote,avg_trade_size,720}",time,"tscov{quote_volume,volume_ratio,720}","tscorr{taker_buy_quote_volume,volume_ratio,360}","tscov{volume,volume_ratio,720}","neg{tsmean{close,10}}","tscorr{taker_buy_volume,volume_ratio,360}","neg{tscov{quote_volume,taker_buy_ratio,720}}","neg{tsregres{taker_buy_quote_volume,tspct{close,720},360}}"
0,0.17428834168410154,2025-06-01,0.10716952563959699,0.24624456347309845,0.1097583469506857,0.3934610721274536,0.24726539962803554,0.269952122616026,0.2460369234531494
1,0.007056546871593393,2025-06-02,-0.09162935942145323,0.04970692776662521,-0.06507806828352848,0.556031937919054,0.05161875879686743,0.14833684435618066,-0.08368613858470768
2,0.35742199853646894,2025-06-03,0.341803582894889,0.3618702242529891,0.3420242153880912,0.761782206703567,0.36361906308242753,0.29151960184329584,0.3637602815161239
3,0.5456814543956638,2025-06-04,-0.0830363791151097,0.010276827085623445,-0.08136881512615746,0.5736744111907377,0.01065687734189735,0.2038227315548724,0.6045108999271644
4,0.25323698919407467,2025-06-05,0.4002355004335866,0.5387013637900611,0.40097436917039697,0.3312799789155375,0.5341937724351878,0.27384705785636326,0.0012453792259056453
5,0.5776812222178975,2025-06-06,0.8748481717379372,0.6995638955061806,0.874055283637517,0.8387958248463802,0.6973058230506118,0.8956942341379601,-0.3934726871533915
6,0.47475816118187597,2025-06-07,0.22424903921713607,-0.213862614785432,0.2222096009593507,0.7115489274161242,-0.21376031169358387,0.47942095331775797,0.24337942164265175
7,0.28287706937008583,2025-06-08,-0.24250159465899987,0.3520281844112322,-0.2524721652991491,0.6483840709998782,0.35355158621034727,0.5020223655561294,0.34905135606625903
8,0.18624911785468226,2025-06-09,-0.07794658461594395,0.39212145277768223,-0.0823463410708244,0.18739618695274282,0.39327492228537664,0.1401611896085265,-0.22778802839900017
9,0.484420390806074,2025-06-10,0.6928089781291245,0.6526440619850017,0.6988551072698578,0.7548134458085101,0.6555957310109577,0.539319579243664,0.17727166629100768
10,0.2543942530552826,2025-06-11,0.5763622142283027,0.6444714921558444,0.5809373645070522,0.28946911644658496,0.6424057492725442,0.41140902705174787,0.29351154665911244
11,-0.06727901482762065,2025-06-12,-0.5119917581809543,0.19814681512519133,-0.5135648050454531,-0.19111643687488167,0.18831573776327784,-0.44450191710390075,-0.1594181631829779
12,0.5694568726912262,2025-06-13,0.018190369955574208,0.1720028874808437,0.013841087701082656,0.6284574775476147,0.16972095831396575,0.3044287594957482,0.41347857450954484
13,0.2240445908311924,2025-06-14,0.8169305016310133,0.6905038452659361,0.8172351563304066,0.7072718806208736,0.6916907248757684,0.803264207407427,-0.13032492117046648
14,0.6158683675462069,2025-06-15,0.5316614814307308,0.3997790830538719,0.5354581729294552,0.843741245629004,0.40136234610465393,0.22596680235566036,0.17557889628291337
15,0.5956441265778734,2025-06-16,0.6586391602632526,0.38149864779978704,0.655854701418572,0.7596342655578047,0.3765400639325701,0.16973212831254225,0.037971803778589136
16,0.3838133433877529,2025-06-17,0.6263919254770102,-0.07995858545285614,0.6290585061856341,0.5949453151195601,-0.07484151681279785,0.6974704607557581,0.06957217471881244
17,0.4076094608219388,2025-06-18,0.19077428712096764,-0.05420475866803807,0.19321577093703685,0.7273580628230291,-0.051614922843792106,-0.19852962074053696,0.33190861733428517
18,0.346229304442221,2025-06-19,0.5471076327670609,0.14641802308526788,0.5472522169268965,0.6159088016323181,0.1465619955157923,-0.28470925191059315,0.1595803316068145
19,0.21370700404256426,2025-06-20,0.29884063897052754,0.09748544225206308,0.29061467265391133,0.5125568006525522,0.09530437121243221,0.1697257325153308,0.03580013595955414
20,0.20881147170299602,2025-06-21,0.3847121103673443,-0.056092242712611394,0.3840925513958883,0.37760916663744104,-0.055406976500896966,0.37839434730158217,0.10621042120720318
21,0.30693875100544715,2025-06-22,0.45740959744151927,-0.22843200593099372,0.4616681275120566,0.589715272528033,-0.22484097482335333,0.3316564739720845,0.053983750308726514
22,0.07156324639359148,2025-06-23,0.45620357244231563,0.3638185331947291,0.47182690348703943,0.06893150667412638,0.36657034435962277,-0.17642796312412423,0.21453267447705368
23,0.11092290545848785,2025-06-24,-0.08222078657644982,0.373900616472947,-0.0723474401036553,0.12596403176280976,0.37435849163470747,0.1556086067154278,0.13371908272836805
24,0.5414722601470368,2025-06-25,0.2805113090477557,-0.09119064828674524,0.2800012129177248,0.5051283348558718,-0.09249081709502215,0.40164376523970163,0.3483973204582176
25,0.6129626788312272,2025-06-26,0.11302203203111429,0.23011931248145576,0.11459897206403426,0.6519740432828385,0.2298221452631363,0.07570313129965983,0.4903971550945072
26,0.3588278181430026,2025-06-27,0.26947039090506253,-0.1279090145792529,0.27146523350088125,0.6547699468231426,-0.12666469873821098,0.010045648770628125,0.279432022265252
27,0.3681684801382289,2025-06-28,0.18981534250503998,0.22965578341824525,0.18960781961467194,0.8644209020943717,0.22862365952642202,0.1189207767146047,0.1805084266541222
28,0.6257353857297991,2025-06-29,0.48946219100235966,0.2495401645911372,0.4915626192652535,0.6798724282252987,0.2495277403813734,0.39147330026170196,0.36140410187290645
29,0.57349399835255,2025-06-30,0.501030778239815,0.48371876308921663,0.5010425181482119,0.766780603901271,0.4850255330295662,0.36514788940714593,0.14567977090861847
30,0.3479132494560515,2025-07-01,0.08996383664594838,0.4073471407648265,0.09506015666221351,0.475847178674042,0.40687644066102124,0.3049880774927942,0.24909396157272704
31,0.3939372881922869,2025-07-02,0.4285114205445392,0.3230658723373731,0.42072805421280784,0.7166323007324238,0.32027770390043503,0.5898592269013415,-0.2965592376204433
32,0.4891380679017283,2025-07-03,0.09058255225519726,-0.024494593123803764,0.08772928385940046,0.7945140297552978,-0.026089765608321533,0.1121148918553113,0.12434593819421537
33,0.40985991511115577,2025-07-04,0.5890460796379535,-0.1801638671690344,0.5907952933864413,0.6334148960258391,-0.17831732895286187,0.6458135491634032,-0.09695370372564364
34,0.3876533821108342,2025-07-05,0.3856710319916724,0.09719871427179373,0.3847084193131232,0.8266030780640367,0.09683350900944651,0.14117125260457264,0.30991256491039787
