,time,"tsregres{avg_trade_quote,avg_trade_size,90}","tscov{quote_volume,volume_ratio,90}","tscorr{taker_buy_quote_volume,volume_ratio,90}","tscov{volume,volume_ratio,60}","neg{tsmean{close,10}}","tscorr{taker_buy_volume,volume_ratio,60}","neg{tscov{quote_volume,taker_buy_ratio,60}}","neg{tsregres{taker_buy_quote_volume,close,90}}"
0,2025-06-01 01:25:00,0.007684945929924192,0.03968637745141179,-0.011912751680406508,0.0142755397962131,-0.6803586286502,0.07979863810308996,-0.2462397810510043,0.10831551465996103
1,2025-06-01 01:30:00,0.022879068728016927,0.03994077180339439,-0.00208232754206783,0.013909929324828818,-0.6804051799517881,-0.16117812251941988,-0.23828620428549974,0.15142221328446825
2,2025-06-01 01:35:00,0.04751619300244436,0.041815206682503936,0.2270227980015238,0.01635950597999547,-0.6792343100166882,0.37188203823665367,-0.2114193138541529,0.18409866890377158
3,2025-06-01 01:40:00,0.022474881839938954,0.04177614123442552,0.19157020749006914,0.016296790418447227,-0.6780618293099075,0.31912715713451245,-0.22117128755307447,0.16771993850406774
4,2025-06-01 01:45:00,0.017906294310094717,0.04161044767773947,0.15501022380511853,0.016001453040244806,-0.678388654884033,0.2713485973461762,-0.22405299225332154,0.1279473074072055
5,2025-06-01 01:50:00,0.09975223146959822,0.04589331258290574,0.3417563606954346,0.02073720321792294,-0.6782253226355544,0.47890071639507226,-0.16367694835494118,0.1908249740054302
6,2025-06-01 01:55:00,0.03395888813702341,0.04649890466369211,0.40403706968601716,0.02078279676061867,-0.6766648070307607,0.4836462951410594,-0.18341661029328837,0.18278088497867695
7,2025-06-01 02:00:00,0.06844586703728961,0.04705176950206491,0.5171006164842766,0.02021266822746126,-0.6758566828782784,0.45429401140928527,-0.17950883990870237,0.12336269833289126
8,2025-06-01 02:05:00,0.1004270978418349,0.048527032211922005,0.5269494774927193,0.02141538147948374,-0.6751400505572906,0.43252327680569613,-0.17087885454687735,0.22813981578963216
9,2025-06-01 02:10:00,0.07554138303349234,0.0479642208378912,0.4731311094701247,0.02006061816435656,-0.6744448414996638,0.36996701192336,-0.18686062960974748,0.234871397633013
10,2025-06-01 02:15:00,0.026313138489258092,0.047369705394187056,0.4600924184714976,0.01896905062650922,-0.6749156700620929,0.3975640421365343,-0.18739674728960798,0.18043655437101846
11,2025-06-01 02:20:00,0.02135535996555804,0.0461064461566969,0.40238039896708844,0.01772485236169352,-0.675923207748714,0.3291990330612149,-0.1829812417389708,0.15828302972021446
12,2025-06-01 02:25:00,0.01072163737305809,0.04533292618674123,0.3786108114334763,0.016719083290112957,-0.6769246245029461,0.3017271262957242,-0.17799397228667968,0.12956386930029673
13,2025-06-01 02:30:00,0.0005712148376999515,0.04454961588530559,0.33992627617324045,0.015808901780639095,-0.6776966673697685,0.22831425681849238,-0.17398707431930072,0.10137261820022125
14,2025-06-01 02:35:00,-0.0076421171708714875,0.04451899268724602,0.3052370551675436,0.01690960908179373,-0.6781513882153851,0.29415092718546254,-0.20477537374894805,0.08897915645772425
15,2025-06-01 02:40:00,-0.005862758253166955,0.04402240078179753,0.304152690781045,0.017182902351599028,-0.6784761197863247,0.3085741970842777,-0.1977668928894063,0.08710204104541286
16,2025-06-01 02:45:00,-0.010804650692802675,0.04375682070230136,0.31565400051763115,0.016569032248392457,-0.6785360404928673,0.20998567167638793,-0.20078707124228456,0.04932258665551559
17,2025-06-01 02:50:00,-0.008295575269739897,0.043372455645789953,0.28883306430153,0.015647631513379556,-0.6785856522606497,0.16505749161873595,-0.2782186166094137,0.0744272049196486
18,2025-06-01 02:55:00,-0.0029493170597794105,0.042940802011672385,0.2775329721268145,0.01560527726634131,-0.6782916864288218,0.16547547815697938,-0.28692013480735234,0.09358586760023413
19,2025-06-01 03:00:00,0.008570340337465066,0.042281484165297645,0.22122975549777668,0.01537407121612211,-0.67752818065191,0.12237019503059798,-0.2845777390383081,0.11869923217613931
20,2025-06-01 03:05:00,0.016134839317314187,0.04269060061665564,0.2634262429340464,0.013914487002576026,-0.67670781463465,-0.017492648348098938,-0.3037025345274962,0.13789105388838352
21,2025-06-01 03:10:00,0.008667225987481153,0.0424453075332083,0.2325205494983249,0.01341583300953575,-0.6760298408340125,-0.11378835834769285,-0.30845959484745467,0.1318606474974191
22,2025-06-01 03:15:00,0.009405633383089196,0.04190877748337196,0.1787157119913656,0.013176226820493353,-0.675878428295975,-0.2689337026091354,-0.29942446912219256,0.12555645154599793
23,2025-06-01 03:20:00,0.03719790716301641,0.041077386768428426,0.11043162769629977,0.013418901197204347,-0.6756683836687403,-0.2314450724579592,-0.2987138885353251,0.15658363846281276
24,2025-06-01 03:25:00,0.012720899168996214,0.04075635189009841,0.062467246488112416,0.013377447098077866,-0.6757266936036017,-0.22214575682751048,-0.29224028787113865,0.08164869338648617
25,2025-06-01 03:30:00,-0.0109287199718765,0.04063004581749796,0.02741096635135376,0.013384258838310847,-0.6768832276707379,-0.21482446885286122,-0.2896845419814065,0.06381837018583258
26,2025-06-01 03:35:00,-0.014322277520898208,0.03967619173668169,-0.057568428759823265,0.013527102981465422,-0.6779051012253221,-0.17752246332062993,-0.2816696103851686,0.05088692232563363
27,2025-06-01 03:40:00,-0.023388145800003257,0.039096690417448565,-0.2189571923577457,0.013137461115663163,-0.6786423514238291,-0.3422040518816103,-0.29208996546434385,0.04565091809223465
28,2025-06-01 03:45:00,-0.054010596489757146,0.0376159481736984,-0.5356480695210937,0.011523166935977436,-0.680148422945797,-0.6116309961324281,-0.31120356333030497,-0.004664356896842636
29,2025-06-01 03:50:00,-0.040248272189573164,0.0378636656534832,-0.41091342668502373,0.011716492186355953,-0.6812877217559441,-0.47622947303067165,-0.3114362810341367,-0.01797800169501873
30,2025-06-01 03:55:00,-0.027817814213116798,0.03820688433041908,-0.3215517962137592,0.012136061829295608,-0.6811698132688766,-0.3622866529963479,-0.3153016062595426,0.015766251103262352
31,2025-06-01 04:00:00,-0.036058631712527545,0.037671264317084896,-0.36830924857724245,0.011515259239933018,-0.6811541887835685,-0.39102563099958354,-0.323262812205076,-0.009634399143751082
32,2025-06-01 04:05:00,-0.02506390796080482,0.03793645860446704,-0.3192457263359828,0.012080482319844377,-0.6811144027230418,-0.28552074557464246,-0.325931883209832,0.017246926480643632
33,2025-06-01 04:10:00,-0.02667772705179572,0.03827535883766142,-0.2680976479666547,0.012814024681956582,-0.6810047091715487,-0.20581857788945468,-0.32041942828028536,0.005912576113190404
34,2025-06-01 04:15:00,-0.03614338774546555,0.03846612049263132,-0.23924090819928723,0.01322355619075033,-0.6817205361066956,-0.15058928986921694,-0.3216425835362129,-0.02304587784605061
35,2025-06-01 04:20:00,-0.042002901689956906,0.03872638123035754,-0.19439339073739725,0.013539419378989725,-0.6823353676574286,-0.054201915378497834,-0.3259569969133379,-0.006747348698850519
