,neg_macd_30m_12h,neg_macd_30m_60d,neg_macd_30m_7d,neg_macd_hist_12h_7d_30m,neg_macd_hist_30m_30d_90d,neg_macd_hist_30m_3d_7d,neg_vwap_deviation_15d,neg_vwap_deviation_1d,neg_vwap_deviation_30d,neg_vwap_deviation_7d
2025-03-13,0.255869611722595,0.556284250641505,0.5352154463685652,0.2185300958918324,0.5576147064922187,0.46332926303498756,0.5378865043883008,0.45755551695439295,0.5325017279545857,0.5263807135619405
2025-03-14,0.3652129185447285,0.5075792031898788,0.49931374583646615,0.3035619930023072,0.5009068047465416,0.4823127914396373,0.5288195228375702,0.25712593844206183,0.5345453090500448,0.5352173106764643
2025-03-15,0.6155981967315326,0.6841483678906871,0.7856504339569563,0.5993731325607423,0.6522097203172562,0.4578327464045294,0.7094289934361637,0.6013376893745717,0.6917132152619976,0.7464626438295473
2025-03-16,0.7748428915383179,0.7316971781686483,0.6754271504870153,0.7722460067906587,0.7444461198600371,0.6444782240467778,0.6818396773703735,0.7297622818304554,0.716283205670173,0.6795944848208306
2025-03-17,0.6247106804655738,0.662378252737326,0.6877636155270926,0.6089580710232739,0.6519760975095603,0.6748470346797898,0.6808766237500797,0.6820365319724649,0.6795518244518057,0.6949149846288298
2025-03-18,0.08199010268062815,0.6267706039394724,0.6076405511528294,0.01095571712613331,0.6162878118717424,0.5063091292703522,0.5408827809358733,0.23696822357035138,0.6211681816114453,0.6470569447800679
2025-03-19,0.1736254884010493,-0.021800886666439676,-0.017163221589857905,0.2181560689301387,-0.025608111128488653,-0.01874564662093852,0.03882317618985102,0.20899162781962494,0.015772450399441494,0.04015910321361961
2025-03-20,0.47814771867071526,0.5331760682017934,0.4685722008701691,0.4746600150252502,0.5226766355654469,0.4061385386855236,0.590059956164459,0.4419136104055919,0.5702838775525191,0.5075756532699999
2025-03-21,0.3398725961269271,0.6224901659665676,0.6389489804823091,0.29503990383389217,0.6250613365115261,0.5654663307120623,0.5259492236899395,0.03809117279995222,0.6647613296826937,0.6784824869579931
2025-03-22,0.47748567443840684,0.8158880167150695,0.5674826244977885,0.4668283996178422,0.7937708967178336,0.6926493392847153,0.6787534491524824,0.373573355199404,0.8407881011325177,0.6537080409286362
2025-03-23,0.11418998922797352,-0.18656137215548474,-0.13974081515267026,0.15421113636166278,-0.17810245084680185,-0.10479383417357754,-0.1523671968854944,-0.014825806827276451,-0.19867803393605812,-0.13251056315276727
2025-03-24,-0.3171337679181944,0.7447396480854849,0.6432889352612622,-0.3937107909727969,0.726815199854776,0.21898993478649906,0.7067295231152322,-0.12841989224670877,0.7433345345380254,0.6360742827602077
2025-03-25,0.07724463349009085,0.48358057243720076,0.5748688139815112,0.04230904946174456,0.5128128589349505,0.5481385060917174,0.5004691322975263,0.513719677379053,0.49539092889232356,0.5631567414715749
2025-03-26,0.4202125637182924,0.6254039413111154,0.539266540845186,0.39745809345228306,0.5949763341439323,0.5138471286962215,0.5446015146180843,0.44819703366657787,0.6232914609076222,0.5426982722307391
2025-03-27,0.5234842921773859,0.7048548965574027,0.6275717231997481,0.5095513133008097,0.6769359337707325,0.6602059182675296,0.6349506135818815,0.6883794205662352,0.7320181222299087,0.6543514034867748
2025-03-28,0.40033745010696864,0.7452278666814992,0.7361185070235471,0.2945657699660493,0.7423933356743632,0.6916447397028086,0.7555543731692786,0.6236453684909077,0.7511715253937665,0.745997119964756
2025-03-29,0.15717017462141022,0.607204137637044,0.5663342666352993,0.09398279311936222,0.6017295661302653,0.25044204942345166,0.6236187249899607,0.13540113325125722,0.6290343760479756,0.6088950527694101
2025-03-30,-0.17658933079860004,0.036948787250507216,0.2809960862413252,-0.2023319463827741,0.05401868988406375,0.5453597169442842,0.0005983120689610071,0.0040815850868338235,-0.13792188569852082,0.05922054490930122
2025-03-31,0.4394125962767748,0.5784145029405328,0.5199320239918976,0.42292955300919743,0.5688925805111466,0.4754374675772998,0.5938025973025937,0.4724999489687322,0.5975513844669523,0.5207620223464833
2025-04-01,0.6694611832818628,0.5425411840717116,0.543545875719543,0.6567958816419991,0.5439046234428084,0.5882854873699788,0.58259921889961,0.7159912697059463,0.5761857996821629,0.5522304023537145
2025-04-02,0.3562792842723223,0.6442171326692167,0.6094495058855041,0.33299501064861925,0.6355271910827653,0.4990828418687287,0.5678421038023466,0.3083709109143372,0.6217147805100837,0.5859211152850647
2025-04-03,0.22092714171364866,0.622721259556837,0.6081825498011731,0.1761606983899596,0.6180514249970714,0.5369006565011276,0.5931786270081572,-0.07831513014428206,0.598174908075838,0.5704984236365398
2025-04-04,0.708651565534565,0.6748964304163764,0.6743658668534588,0.7004958240590241,0.6792942340144072,0.681856123655398,0.6652278050138678,0.8005212537721776,0.661952484071852,0.6565618212601614
2025-04-05,0.3918055917251035,0.6565102537500541,0.6377391795519384,0.3537150167989324,0.6512373393753097,0.5888512304536427,0.6541629601510474,0.6456825897420154,0.6418441930842068,0.6584428686774089
2025-04-06,-0.08641582854982614,-0.01675589215066953,-0.023524890118429998,-0.09445808771590687,-0.020068434584962637,-0.038397429209778115,-0.027149146003220315,-0.09106325298288642,-0.007908800027835661,-0.0342566077286895
2025-04-07,-0.12360710012464315,0.3442844715336582,0.18070244898556476,-0.14768951486584714,0.30331489164010356,-0.04013676102249122,0.20357741668159063,-0.03270180032130613,0.29826173389489213,0.14605708789115399
2025-04-08,0.0954643672171158,0.11335793792905413,0.16157768611395862,0.08871232511879079,0.12781306666493292,0.14653265439809288,0.15498980389085823,-0.04438353000446912,0.1157781300095715,0.1537046976476008
2025-04-09,0.2441595469005327,0.3250646463430941,0.29526986349658413,0.23587886918957543,0.3157821721899601,0.2664641883229953,0.29467429982694854,0.19100480516938698,0.31277492280749225,0.2845484106011785
2025-04-10,0.3210729612545848,0.48947108440627096,0.45457033583928524,0.30324280347695953,0.4848399779578981,0.35901337319300874,0.5011350245582323,0.2925111769210736,0.48835890715692215,0.4960852644208382
2025-04-11,0.5862802200911247,0.650384916009114,0.6528653330041377,0.5430881362491394,0.6500189592713478,0.6546962285763198,0.6629272257886986,0.5614397552407809,0.6680569740206873,0.6636489931236993
2025-04-12,0.4179502399139893,0.2945391337843098,0.37676839505203885,0.4173228037100809,0.30826799716738196,0.6241545543162798,0.30547886712052946,0.7837207907144752,0.32265559442759106,0.32967765306626384
2025-04-13,0.8142445957818335,0.7628051503574645,0.6890191642124296,0.8107612440933135,0.7402616684763127,0.6509553746213921,0.7775231013087727,0.6852689649805406,0.7826276346208548,0.7699336468559301
2025-04-14,0.6237237029658711,0.6058290460367219,0.6533873684776909,0.6193514597928066,0.6570370782260958,0.6440763924768059,0.7702786251342348,0.7849322195923981,0.759577734512074,0.529908974224348
2025-04-15,-0.33983849645762354,0.0785534895878835,-0.10349734840041001,-0.36363689485852985,0.006939389194068098,-0.16472307133729597,0.01121319706910796,-0.1648611853442799,0.03285563246041863,-0.11936431623084655
2025-04-16,0.3653572931136112,0.5207525793047442,0.5364674619711229,0.35028044938215874,0.537016004055492,0.43829619046189205,0.6055144586295949,0.464293143880161,0.6073246736706572,0.5326048732838419
2025-04-17,0.6375014481330797,0.5456976029355436,0.6068523119668675,0.635107233424687,0.5818758102002879,0.56874560425949,0.5910351443533121,0.7324840078078478,0.6438860123809468,0.7098414303912111
2025-04-18,0.524652708400127,0.679947440000971,0.6692696269863947,0.4528974270483083,0.6768848125691649,0.6582473975206943,0.7572261077009331,0.6705017050257014,0.7364775751278292,0.672769852277576
2025-04-19,0.3224233464137203,0.8332217855378365,0.7829076686055109,0.2677413231478786,0.8154806858415301,0.7355178611108164,0.871871331128684,0.5633354671076783,0.8695781415864443,0.8621325026940273
2025-04-20,-0.5020017817979093,0.014028575225920248,0.08460622953215655,-0.5416903535180327,0.10903995490008497,-0.14616243090801626,0.053036648350636144,-0.4837940374315352,0.02447140205604378,0.08678859014775381
2025-04-21,0.302101201994537,0.7066057325236214,0.7236787765289517,0.2746903239957535,0.7322626090055799,0.5767602910778408,0.7932978349938752,0.4101128864789324,0.7803265662064678,0.7531661154302265
2025-04-22,0.19286195122619346,-0.019902923404316184,0.02161566840622359,0.22030871926404288,-0.0036868455287162303,0.09208640959553242,0.10089006481366462,0.06772096299040156,0.004930674246903695,0.01983857332333718
2025-04-23,0.058265100917818016,0.6970672951496605,0.2049319599472883,0.047889320169596815,0.5262788275350109,-0.05168806855137335,0.3887981298011091,0.08399465435678151,0.721551068036035,0.2333991670423674
2025-04-24,-0.030457960210037563,0.5663401048493802,0.8032856311525789,-0.09724623327562809,0.7260286859263619,0.7563598601147649,0.8374729338557868,0.1549174746348873,0.5285717367126527,0.818328911820589
2025-04-25,0.3527779550575197,0.484268665917849,0.5923104570007863,0.3262519973428872,0.545135336160458,0.5371570287829084,0.4696986735896773,0.46354277654689063,0.4838408697596837,0.5347604697685246
2025-04-26,0.358845613186345,0.6668539466317971,0.6214742379379721,0.26034653831328514,0.6390892435220447,0.6212931214198388,0.6767015549403174,0.5145829029183715,0.6947481998692473,0.6914958456945913
2025-04-27,0.7032176646209396,0.6163226482377783,0.4653720069868449,0.6847326209926348,0.45321090668859887,0.7717622066010964,0.5336818722483101,0.769735656471279,0.6748246993100089,0.4685875192430419
2025-04-28,0.6344709683955975,0.8113145800157727,0.7974291021976411,0.6181210982776051,0.8001429610230694,0.7769970371443551,0.7667963453648662,0.6859300429854541,0.7964621270036816,0.6975173580272589
2025-04-29,0.6532122737199129,0.7494211146042488,0.6595547338891723,0.6519883652175438,0.6308930639393953,0.7351491298121121,0.5698748728031927,0.6142329189680498,0.7303877962395292,0.45936074406815797
2025-04-30,0.5636464418995603,0.6261550658990452,0.5959168492819699,0.5486158322900225,0.5633131668815524,0.6438787510363425,0.5892496752205303,0.5814762585992856,0.6416162630323547,0.6660208970188232
2025-05-01,0.3403933857404992,0.5078008037925543,0.5149587402722957,0.292229734202507,0.5280307994023957,0.491557682201149,0.5218937077041061,0.17985983989497822,0.5174887120714727,0.521469143329074
2025-05-02,0.3768402003494799,0.6163591987658669,0.45858751868892283,0.3690261094380858,0.4702903181951123,0.33714152065355635,0.3071789911588463,0.32912278327568695,0.5906653455125318,0.5400034605228012
2025-05-03,0.4405239873225151,0.4383997572348756,0.4076133855614277,0.3819206030051007,0.33834062702763523,0.598863888811793,0.47335797923177897,0.5541570109031017,0.48276187496417133,0.5434944097154574
2025-05-04,0.48528829405728746,-0.05382718624226766,-0.0031229041277001384,0.5196718460133337,-0.12674091100500595,0.4305105612722187,-0.08017815222996737,0.43056001279945477,-0.06482252417100863,-0.0027791076492768444
2025-05-05,0.44605855462742433,0.7004086743031396,0.6532756493270068,0.4293811389058851,0.6863043846739303,0.44416916997942246,0.7216072761940333,0.483508312780025,0.7499758648424937,0.7329369667967878
2025-05-06,-0.1543132302788844,-0.051153030078819196,-0.16646366647721703,-0.15282949658975395,0.0034011358546907505,-0.2702210690957862,0.18136943965653005,-0.10687566874468298,0.06836013281867093,-0.13768142853276014
2025-05-07,0.5046441615646236,0.5305664172061746,0.5838467918177095,0.49755282721956867,0.6008161238696963,0.6286964592718937,0.6356991477289232,0.6401695652494314,0.6297551361090634,0.5887048369606253
2025-05-08,0.6144106268116614,0.30362295598405126,0.34325208531136725,0.6328907605886978,0.3228725075597979,0.4827163447962704,0.3558217085215201,0.5879299906539694,0.39238755468851194,0.36197327894496684
2025-05-09,0.2786493856999024,0.6930943808250051,0.2739643451126645,0.27727337328156315,0.4768472659951101,0.07005164468821745,0.5585588064575578,0.14336914224080177,0.255240560657683,0.48434058220644377
2025-05-10,0.5300437521493134,0.725387323237526,0.5711371614192033,0.51055307667091,0.6768208554938079,0.464231467907195,0.7051147642763741,0.7264772081630876,0.6930712298560899,0.6998489721163523
2025-05-11,0.6315730769090155,0.6746171272951479,0.48867477193464076,0.6412876856360279,0.5471312116469701,0.5206581156311748,0.6936264720123608,0.6982324894917279,0.5339150916272706,0.6058874928316794
2025-05-12,0.3783175868529697,0.31220955803449313,0.2646971848049571,0.3855285309327818,0.2670040950318394,0.3308326935107255,0.270391372372584,0.3253161843613521,0.26188615989847475,0.21551771583025262
2025-05-13,0.4066897832154166,0.6253024020264164,0.6135187036374075,0.37731018077943096,0.6375693501103482,0.5411051374472887,0.6426746224490426,0.4126012697144516,0.6350841158805586,0.6227599258223987
2025-05-14,0.7724065825680181,0.4896156339242135,0.4739501412410911,0.7658127610963066,0.39032253542406536,0.7016546252933851,0.5120845658682728,0.6394440889692976,0.4550546191978,0.4116134529131564
2025-05-15,0.0027225771934113237,0.4847258679640785,0.4035933970845392,-0.030069480364337254,0.5462644287038599,0.12460805770378242,0.5960271017322681,0.04989678706544885,0.614397611670694,0.5650886589890983
2025-05-16,0.1465833379981046,0.22467563895453707,0.2328383722494576,0.14011701065989524,0.1230535860272921,0.2587993380874332,0.1747444072523468,-0.03299824751173713,0.05711867690324369,0.3888298249602828
2025-05-17,0.5841364207520279,0.5951362162202468,0.6520699205752417,0.5566374683135108,0.5353563964000887,0.6504014473064105,0.6425825462634225,0.5421791546569331,0.5847857374783713,0.7232482835545195
2025-05-18,0.8161191451038968,0.6561056126049494,0.6485987743945187,0.8150671445135611,0.6891975765552701,0.6732680251018693,0.6874247925756568,0.7418877615552193,0.6925352177514328,0.6381941625557389
2025-05-19,0.1817942393463143,0.5274475289383238,0.4880457626450116,0.15254813944017614,0.5559358083208511,0.420905316930408,0.5188257168585148,0.28228779816755345,0.5447977092306113,0.4339167189949529
2025-05-20,0.3223355173749187,0.5228107849081111,0.5386514697478385,0.30242873763997696,0.5680210686433443,0.5655816931476081,0.587414793206128,0.696255902057955,0.566044981607081,0.4945426231997524
2025-05-21,0.5506372112422948,0.33128451667933806,0.40913590361300667,0.5599797207017598,0.3854148307667739,0.5442521191166138,0.5412156505964633,0.6765116559128467,0.5632522115537121,0.5176448590532573
2025-05-22,0.12397091325788358,0.863512949803535,0.6901021796975736,0.09513085332213973,0.8394713346597901,0.23027452235091525,0.8494931542692544,0.2588622501047395,0.7996333908229587,0.7866822605018456
2025-05-23,0.49654364968428405,0.24900459816079484,0.22460195550234258,0.5311050189579613,0.23078183958546447,0.23726011985095874,0.2531572324571975,0.46332081024224564,0.25471444409857164,0.2643264371154469
2025-05-24,0.5047136520328225,0.6334970178232325,0.6336799549539646,0.49408375772652674,0.5852262337596938,0.6663719115572678,0.6412875829147088,0.6958482124865861,0.6050014011647478,0.6432506061082605
2025-05-25,-0.22613264275787992,0.3599154725000311,0.20709600456392419,-0.2511497279401976,0.39721917411906077,-0.22265613100385023,0.26772270218117356,-0.26624104707909496,0.3919741183181296,0.34005934077673805
2025-05-26,-0.3220813715163278,0.08895102227744237,0.042057080922971425,-0.3338084855514381,-0.018640934129464787,-0.09005883911172623,0.2160278604051767,-0.27889407406047756,0.179687293251463,-0.043658047204313384
2025-05-27,0.2558513761534244,0.5127794566270619,0.505011936585803,0.23372220432062812,0.456089205623925,0.46626958813280966,0.4443778285105564,0.4968423332015136,0.5014972408732999,0.4515518535675552
2025-05-28,0.39096539035560307,0.4724991233298344,0.4824498242038151,0.3536997943423885,0.4619495004831199,0.4965270283968087,0.48795561729866144,0.27816341723945576,0.4771792426240451,0.4954919268642225
2025-05-29,0.14781049554126086,0.210470060689199,0.26350562169460484,0.13420091743223822,0.2043106196731728,0.32835085633568556,0.21652696113973013,0.32713479786106847,0.20341587144794465,0.3305514394303759
2025-05-30,0.7155696372378924,0.13207933870256944,0.3597249005190645,0.7364031667143004,0.15305791136428382,0.7439537435181828,0.1864807892983071,0.8203685914724904,0.1422982473214658,0.41335815090272326
2025-05-31,0.17966381065070536,0.5635363403513592,0.4000492414396814,0.15324275780375557,0.525634804107024,0.289004679913815,0.5450372952733383,0.3575239820229542,0.5993642492752129,0.4792844140102378
2025-06-01,0.33808724246505967,0.45411747076417747,0.2827076346869431,0.34308027279129066,0.4093958918846674,0.2744533589085376,0.4193124297738439,0.5140901185745106,0.46765802173440796,0.3645708775769865
2025-06-02,0.17581544142654468,0.5573843573419983,0.4068802965911898,0.15520010883451388,0.5228394128620116,0.4364914758016407,0.5022005746949337,0.4006778521261635,0.5196609137624049,0.26751853076091636
2025-06-03,0.6362484363693256,0.7452186933026819,0.6932595345412397,0.6245764678816769,0.7292887727199553,0.7299696732921009,0.7469092386938161,0.540467598203547,0.7342953703474102,0.5718657787431634
2025-06-04,0.8250626174618659,0.5291960127850807,0.6301688069770187,0.8296848555525081,0.5656908823361227,0.5689878774393439,0.6403332630916689,0.7990972266381063,0.5619247017345279,0.8284428086751419
2025-06-05,0.2310075236129031,0.2750949663759739,0.30358866522382405,0.22109072734838128,0.28670797885404864,0.2936621368778574,0.28192836563881346,0.2673337222748462,0.24257625145699038,0.32690711902754327
2025-06-06,0.5188606744185019,0.8010279182734715,0.7918910306744384,0.4535642058892204,0.7987654443556501,0.7689986661165417,0.8102276099335627,0.7967318940053542,0.8065149651233566,0.8042241018298236
2025-06-07,0.5056740694807201,0.6650568853998889,0.6515692517832421,0.40481064837344244,0.6585693299046704,0.6331409796788129,0.670974253112405,0.7291917187753183,0.6994134629202543,0.6944617224007337
2025-06-08,0.2853483756059115,0.61360039457103,0.5925181811941278,0.25176834875140813,0.5967121868065451,0.5238024672418706,0.5450118238440627,0.5826091588640199,0.5874950852689239,0.5849214066365825
2025-06-09,0.18829369017305578,0.19784462809663175,0.1972132148132459,0.18503273603432235,0.19271736404461579,0.21631871898696806,0.1867948887918631,0.2248213638009783,0.1927933603632749,0.1964936229331306
2025-06-10,0.6106693982584986,0.741308343858514,0.7080673264469078,0.5973624137540842,0.7412020011983843,0.614306945448866,0.725292023943742,0.6595758841353235,0.756909655212317,0.7834431608473249
2025-06-11,0.35661934655740973,0.21277654724389242,0.13607105851876772,0.3844200578452687,0.19784885923098888,0.11940543687878725,0.36751256579125957,0.1990835036348997,0.2443108326633335,0.13893054462548995
2025-06-12,-0.014246127131150834,-0.3124823234234715,-0.28716782027716986,0.022675138932966066,-0.3054140352713853,-0.0955184118960419,-0.2804522824537027,0.3559135429358032,-0.30127950244059515,-0.4239572515034788
2025-06-13,0.4644728291821555,0.61501546129099,0.5576159134483675,0.4561018188683587,0.5978332234499258,0.4792197870778952,0.601795937015036,0.48368634996074117,0.6277827061294312,0.633432627300071
2025-06-14,0.26357588231658674,0.6781571111842223,0.4659617521653031,0.24577091597631454,0.6308700509254754,0.05150573444698569,0.6693474130402154,0.5629315708268195,0.6865288660941002,0.6277486435440945
2025-06-15,0.6515918878027196,0.7876859989099094,0.7770151760517469,0.6372780345237933,0.7977460906545081,0.7705770781370531,0.7742229995075929,0.712649651177811,0.7801632069746712,0.779840972566572
2025-06-16,0.5765108463129142,0.7204513829935659,0.7138119434526099,0.49980397565554174,0.7154445882690944,0.723224001225396,0.716585181677885,0.6218104896745709,0.7174290452775348,0.7159937267255199
2025-06-17,0.2847754313743599,0.488366926286983,0.4737022278580118,0.2268009202691115,0.48754055713990097,0.41855020775633195,0.49237607214811063,0.23300455830333533,0.49863777930170006,0.4851024204667275
2025-06-18,0.5589451887638112,0.6566886796776995,0.7082839439657184,0.5440238237387821,0.6869267300069778,0.6624993793511954,0.6749573435085278,0.79642747050129,0.6523274749630726,0.6439802640358488
2025-06-19,0.3552234497834562,0.5270465962471141,0.5932183183404858,0.33458165329799083,0.5670318987783051,0.569073845630472,0.6189715322502602,0.6661260812176504,0.61328731488195,0.6386936444275709
2025-06-20,0.23695385090119114,0.462519028675361,0.4835055364580945,0.21214868278664145,0.4830497242880566,0.4228231978340049,0.44258381739726993,0.3044419780190864,0.46795088353349085,0.44578248859593395
2025-06-21,0.3359998665936525,0.3902506988901948,0.48535195987202273,0.32039789463347795,0.4382431411834545,0.5226034341944591,0.35490363786055174,0.7053408735399127,0.4408147721537208,0.39829995898739473
2025-06-22,0.3056288294585673,0.5426409508686559,0.55358183150682,0.272349207717543,0.5508178340734796,0.5242162001658661,0.5235511775492542,0.450103330631486,0.535542701852061,0.518598385838902
2025-06-23,0.22590133725757988,0.09135767352234608,0.041173344918437806,0.2481474350399263,0.06331058896241235,0.05162890417795572,0.06460074029804715,0.292542223361497,0.07422977409371317,0.02881314397010401
2025-06-24,0.49855238972077404,0.08977028622596639,0.2759638650618961,0.4903489885183358,0.05779435894377335,0.5729567172475211,0.046395228586262244,0.5078272149394706,0.09316728921071323,0.07664672299673596
2025-06-25,0.5840621864069928,0.41758077404224414,0.5243133354920226,0.5570711277790854,0.41529368447293047,0.5244624440990079,0.438604041579562,0.43412117403233635,0.4448435026159204,0.4960335148656339
2025-06-26,0.4959990940688893,0.5489269703878599,0.3825139952683325,0.5002145989789136,0.54138152316845,0.25992740690226884,0.6764825762571056,0.4864412707527073,0.686085553668744,0.5424760997374809
2025-06-27,0.5839765101678329,0.5889943062788825,0.5158864073798733,0.5679466883869652,0.5907275882800195,0.5373376087604739,0.7060591594462026,0.7068686036379024,0.7061823204700775,0.6876329419828112
2025-06-28,0.4838165259621043,0.7752354408993325,0.4958716239271,0.4797053393804688,0.7812664455054534,0.6833283462733831,0.8613982677295914,0.62282766752634,0.8454546129006971,0.7650139955169123
2025-06-29,0.5219539011133891,0.645677227506016,0.7090993634615554,0.5023430466906718,0.6451580951545712,0.6624252302476656,0.5676124481217314,0.564496984975384,0.5546921610281494,0.6529343477804994
2025-06-30,0.5994835087423308,0.654939902930092,0.6413022190677571,0.5840525733435312,0.6545717740307474,0.6499354036989757,0.6823243133603036,0.6778591864081864,0.685047652788643,0.5563900507783135
2025-07-01,0.4184117771670274,0.40192016706780176,0.39964890671973485,0.39556616253620236,0.4024535154871833,0.4146211036252631,0.45128261512877677,0.5500058250664265,0.45371138199549627,0.4319726181032857
2025-07-02,0.5076239137440237,0.6590429648346082,0.6486718884410755,0.4575391691831307,0.6561077965083171,0.6186794472311091,0.6478538118756308,0.4899078338939392,0.6568820588325174,0.6481090265474274
2025-07-03,0.4246790871509212,0.6837985401022215,0.6245027099755777,0.4021644443685223,0.678735535439559,0.27795739588654456,0.701338065988398,0.18552216905717125,0.7243521667073528,0.6883795492856036
2025-07-04,0.43247501503454344,0.5730323963740018,0.5559557123869787,0.3721339064509362,0.5694270260848269,0.5358656304627172,0.5842832510957648,0.3376260590483394,0.5885603888288458,0.5763680458453935
2025-07-05,0.7624654119031118,0.7272104923826046,0.7894725160893146,0.7587246361379754,0.749606179275524,0.5103101837422919,0.7829963080656525,0.6421021291268079,0.7662547835842326,0.8012288014536179
2025-07-06,0.3542660045387078,0.24927588777123585,0.2340303887136606,0.3653064484738174,0.2431224670448852,0.18692859407311352,0.28847677162670515,0.35688787408969297,0.27170146619526286,0.24781982021767865
2025-07-07,0.24514237920604945,0.37820912979536203,0.36519477022957797,0.22329563268083485,0.37596685001949964,0.3345858885691786,0.3955787028381458,0.3534288205613962,0.4256374006886741,0.4220306631183624
2025-07-08,0.6008011829139259,0.6549217299842407,0.6384164486709182,0.5860944045226496,0.6498217946930503,0.6057049298836829,0.6222687697725999,0.5785243815671839,0.6793483093074497,0.7012376570993564
2025-07-09,0.2599113896107131,0.20623414817337385,0.2089479697258026,0.26507181036727934,0.20540771603956984,0.22523068874419755,0.2380451915278318,0.29392310047177794,0.18741137284000428,0.21960998465607998
2025-07-10,-0.05839099232882406,-0.12966493987686686,-0.08942149674112973,-0.05444014620068545,-0.1208169875445329,0.0019279750437503913,-0.11247657978466714,0.07691468912466866,-0.13906951045992794,-0.13186624735234762
2025-07-11,-0.3721093017350117,0.8465923515859576,0.4594419081367459,-0.40727402851387184,0.7916856934932868,-0.18201834806746964,0.6939033908016207,-0.08885940898608931,0.8337928732285492,0.36300276733113934
2025-07-12,0.4319213505217415,0.4297913518135004,0.18496299455574944,0.4559725213180792,0.31953933997541883,0.10167675784936239,0.4081812585123486,0.6772254237692577,0.5373647756963568,0.38288327413881007
2025-07-13,0.553295467188443,0.27178737164110994,0.6028796535926795,0.5463233910433706,0.376060495994509,0.5612492177989012,0.30713937506696337,0.3794972605011263,0.28221328903102905,0.44191817935655814
2025-07-14,-0.10616942263458021,0.4283267695094604,0.19159618679268597,-0.13136252254177802,0.3340939681494425,0.0674211892991424,0.19669559491747118,-0.08936175878799223,0.30992217149654644,0.05117631480380004
2025-07-15,-0.012428103697472947,0.8399521574443131,0.8373911469697265,-0.08157300821980457,0.8425873063108319,0.5510375151127337,0.866022561322891,-0.07498839422007865,0.8667056588305763,0.8653639050165296
2025-07-16,0.2790518376765828,0.6634123994982986,0.6415022806330217,0.2190086336361142,0.6529538243640265,0.6068940590315907,0.5667558062272849,0.08503264033494132,0.6331382951617577,0.4434713476527863
2025-07-17,0.07110609299514824,0.27359185265246444,0.28379420710051584,0.053594848204486414,0.329610205461037,0.1350223810060935,0.4560651045524897,0.14883448381154446,0.3586394040022344,0.47158790649986376
2025-07-18,0.2980750587480613,0.476104596358552,0.45628984536645406,0.2692443622034104,0.4632149443540156,0.42609588387961445,0.47557177471164486,0.3978474881482941,0.4891617185882099,0.485907918641425
2025-07-19,0.3407661929721573,0.33258491954409214,0.4404280791571997,0.32883037664167464,0.27447240325083566,0.6831313260432476,0.30761108361500006,0.763301569526583,0.45101346942232506,0.5428603198307053
2025-07-20,0.4403039863816943,0.5757847808625517,0.6229159430210786,0.4227802190850952,0.539575020492332,0.6210917621010588,0.6069671251853059,0.5161437783993682,0.48064043150553454,0.6607247236562795
2025-07-21,0.31609318889674937,0.46134393730301665,0.5031249420205982,0.2966794256352922,0.43592232354157157,0.5063128042348197,0.4277874167362681,0.38988817985511776,0.42222920292869437,0.6891841714598617
